Nome,Telefone,Endereço,Avaliação,Avaliações,Site,Categoria,Campanha
Salão Novo Stilos,"
(35) 99991-6508","
R. 6 de Abril, 945, Ibiraci - MG, 37990-000",2.0,0,http://www.facebook.com/guilhermincarrion2011@hotmail.com,Barbearia,Barbearia - Ibiraci
BARBEARIA MALAQUIAS,,"
R. 6 de Abril, 977, Ibiraci - MG, 37990-000",2.0,0,,Barbearia,Barbearia - Ibiraci
✂️💈 Røbert Da B.S barbearia 💈🔌,"
(38) 99952-0268","
Av. Coração de Jesus, 142 - Centro, Ibiaí - MG, 39350-000",4.9,0,,,Barbearia - Ibiaí
BARBEARIA PRATES,"
(38) 99822-7898","
R. Elói Soares - Pacífico Magalhães, Ibiaí - MG, 39350-000",4.9,0,,Barbearia,Barbearia - Ibiaí
BARBEARIA DUH BLACK,"
(38) 99826-9169","
Av. Coração de Jesus, 167 - Ibiaí, MG, 39350-000",4.9,0,,Barbearia,Barbearia - Ibiaí
Bruttus Barbearia,"
99914-2889","
R. Montes Claros, 255 - Ibiaí, MG, 39350-000",4.9,0,,Barbearia,Barbearia - Ibiaí
Barbearia Barber Brothers,"
(34) 99734-2514","
Av. José Cambraia, 390 - Santa Cruz, Ibiá - MG, 38950-000",5.0,0,,Barbearia,Barbearia - Ibiá
Salão e Barbearia Popular,"
(34) 99238-4628","
R. Duzentos e Oito, 3 - Ibiá, MG, 38950-000",5.0,0,,Barbearia,Barbearia - Ibiá
Lucas Barber Black,"
(34) 99696-8758","
NUMERO 1857a - R. Vinte, 1857 - DEOLINDA MENDES, Ibiá - MG, 38950-000",5.0,0,,Barbearia,Barbearia - Ibiá
Dennys Pimentinha Barber Shop,"
(34) 99240-1959","
R. 154, 132 - Nossa Senhora de Fátima, Ibiá - MG, 38950-000",5.0,0,https://instagram.com/dennys.barber?igshid=YmMyMTA2M2Y=,Barbearia,Barbearia - Ibiá
Retrô Barbearia,"
(34) 99183-3513","
R. Quatrocentos e Um, 89 - São Benedito, Ibiá - MG, 38950-000",5.0,0,https://www.instagram.com/rettrobarbearia?utm_source=ig_web_button_share_sheet&igsh=OGQ5ZDc2ODk2ZA==,Barbearia,Barbearia - Ibiá
Glauber Barbearia,"
(34) 99971-5408","
R. Dezenove, 11 - Ibiá, MG, 38950-000",5.0,0,https://instagram.com/glauber.sabino?igshid=16etg52eop82p,Barbearia,Barbearia - Ibiá
Dom Barbudo,"
(34) 99936-0610","
R. Alonso José de Aguiar, 52 - Centro, Ibiá - MG, 38950-000",5.0,0,https://maapp.com.br/Dombarbudobarbearia,Barbearia,Barbearia - Ibiá
New Style Barber Shop,"
(34) 99892-4853","
Av. José Cambraia, 25 - Centro, Ibiá - MG, 38950-000",5.0,0,,Barbearia,Barbearia - Ibiá
Barbearia do Gustavo,"
(34) 99940-9138","
Av. Tancredo Neves, N° 12 - Santa Cruz, Ibiá - MG, 38950-000",5.0,0,https://client.tuaagenda.com/c/BarbeariaDoGustavo,Barbearia,Barbearia - Ibiá
Lucas Barbearia,"
(34) 99915-0471","
Av. Getúlio Vargas, 197 - Deolinda Mendes, Ibiá - MG, 38950-000",5.0,0,,Barbearia,Barbearia - Ibiá
Balmen Barbearia,"
(34) 99810-2064","
Rua Vinte 650A Rua vinte numero 650A - Centro, Ibiá - MG, 38950-000",5.0,0,https://instagram.com/wesley_bp11?igshid=YmMyMTA2M2Y=,Barbearia,Barbearia - Ibiá
Lebron barbearia,"
(34) 99906-9134","
Praça São Pedro, 143 - Centro, Ibiá - MG, 38950-000",5.0,0,,Barbearia,Barbearia - Ibiá
BARBADUS BARBER SHOP,"
(34) 3613-1805","
Av. José Cambraia, 298 - Ibiá, MG, 38950-000",5.0,0,,Barbearia,Barbearia - Ibiá
RODRIGUES BARBEARIA,"
(31) 99754-0929","
R. Jaime Mafra, 83B - Iapu, MG, 35190-000",5.0,0,,Barbearia,Barbearia - Iapu
Barbearia navalha de ouro,"
(33) 99990-7165","
Rodolfo lacerda e silva, 15 - Centro, Iapu - MG, 35190-000",5.0,0,,Barbearia,Barbearia - Iapu
Dom Carlos Barbearia,"
(33) 99808-5965","
Iapu, MG, 35190-000",5.0,0,,Barbearia,Barbearia - Iapu
BARBEARIA MAGELA TORRES,"
(33) 99944-5793","
Rua Escrivão João Lemos, 27 - Centro, Iapu - MG, 35190-000",5.0,0,,Barbearia,Barbearia - Iapu
Barbearia junior doo corte,"
(31) 99820-9649","
R. Jaime Mafra, 53 - Iapu, MG, 35190-000",5.0,0,https://www.instagram.com/junior_doo_corte?igsh=MWtycXI2M3BiYmpseA%3D%3D&utm_source=qr,Barbearia,Barbearia - Iapu
João N Ferreira,"
(35) 3457-1108","
R. José Álvares Maciel, 257, Heliodora - MG, 37484-000",4.7,0,,Barbearia,Barbearia - Heliodora
Arte e Estilo Barbershop,"
(35) 99902-7410","
R. José S Almeida, 166 - Centro, Heliodora - MG, 37484-000",4.7,0,,Barbearia,Barbearia - Heliodora
Barbearia Eloedes,"
(35) 99876-9152","
R. José Machado Neto, 192 - Copasa, Heliodora - MG, 37484-000",4.7,0,,Barbearia,Barbearia - Heliodora
Gustavo Barbershop,"
(34) 99971-4911","
R. Renato de Azeredo, 413 - Gurinhatã, MG, 38310-000",4.9,0,,Barbearia,Barbearia - Gurinhatã
NOVO ESTILO BARBEARIA,"
(34) 99797-8313","
Av. Jonas Vilela Franco, N220 - MANOEL MARTINS ABADIO, Gurinhatã - MG, 38310-000",4.9,0,,Barbearia,Barbearia - Gurinhatã
Diego Machado Studio Hair,"
(32) 99972-7375","
R. Furriel José de Lucas - Guiricema, MG, 36525-000",4.8,0,,Barbearia,Barbearia - Guiricema
Gisely Barber,"
(32) 99947-1246","
R. Tiradentes - Guiricema, MG, 36525-000",4.8,0,,Barbearia,Barbearia - Guiricema
Barbearia Seu Luiz,"
(32) 99825-2595","
Posto Shell - R. Francisco Lopes Pereira - Taboa, Guiricema - MG, 36525-000",4.8,0,,Barbearia,Barbearia - Guiricema
Barbearia Gustavo Braga,"
(32) 99909-4337","
R. Célso Machado, 33A - Centro, Guiricema - MG, 36525-000",4.8,0,,Barbearia,Barbearia - Guiricema
Novo Estilo Barbearia,"
(32) 99972-7375","
Rua Furriel José de Lucas - Rua Nova Centro, Guiricema - MG, 36525-000",4.8,0,,Barbearia,Barbearia - Guiricema
Barbearia Tradicional,,"
R. Espírito Santo, 504, Guimarânia - MG, 38730-000",4.6,0,,Barbearia,Barbearia - Guimarânia
Barbearia Gustavo Nunes,,"
Av. Aimorés, 140 - Guimarania, Guimarânia - MG, 38730-000",4.6,0,,Barbearia,Barbearia - Guimarânia
Barbearia 2D Du Corte,"
(32) 99932-8320","
Av. Ver. Sebastião Inácio da Costa, 598, Guidoval - MG, 36515-000",4.7,0,,Barbearia,Barbearia - Guidoval
JR DO CORTE,"
(32) 98478-1559","
R. São Vicente de Paula, 17 - loja 2 - Centro, Guidoval - MG, 36515-000",4.7,0,,Barbearia,Barbearia - Guidoval
Barbearia do pj,"
(32) 98496-9969","
Guidoval - MG, 36515-000",4.7,0,,Barbearia,Barbearia - Guidoval
Barbearia modéstia'Parte,"
(32) 98457-6717","
Posto Gasolina Desativado - R. Sete de Setembro - Centro, Guidoval - MG, 36515-000",4.7,0,,Barbearia,Barbearia - Guidoval
Barbearia Sô Ney,"
(32) 98471-3999","
Praça Maj. Albino, 126, Guidoval - MG, 36515-000",4.7,0,,Barbearia,Barbearia - Guidoval
Barbearia Bigode Shop,"
(32) 98400-4526","
Guidoval - MG, 36515-000",4.7,0,,Barbearia,Barbearia - Guidoval
BARBEARIA DO LUIZÃO,,"
R. São Pedro da União, 260 - Parque dos Municipios II, Guaxupé - MG, 37800-000",5.0,0,,Barbearia,Barbearia - Guaxupé
Barbearia Do Nego e Nathan Barber,"
(35) 3551-4028","
R. Ângelo Bertone - Jardim Guaxupe, Guaxupé - MG, 37800-000",5.0,0,,Barbearia,Barbearia - Guaxupé
Corte cabelo e barba Salão Beleza Pio Damião,"
(35) 99148-0545","
Av. Conde Ribeiro do Valle, 1340 - Centro, Guaxupé - MG, 37800-000",5.0,0,,Salão de Beleza,Barbearia - Guaxupé
Salão D. Inácio Lazinho,"
(35) 98846-1018","
R. Aparecida, 213 - Centro, Guaxupé - MG, 37800-000",5.0,0,,Cabeleireiro,Barbearia - Guaxupé
Salão ideal do willian,,"
R. Sd. Geraldo Maximiliano, 150 - Jardim Santa Cruz, Guaxupé - MG, 37800-000",5.0,0,,Barbearia,Barbearia - Guaxupé
Barbearia do Irineu,"
(35) 98818-8375","
Praça Jerônimo Luís Cruvinel, 88 - Centro, Guaxupé - MG, 37830-040",5.0,0,,Barbearia,Barbearia - Guaxupé
Sabel Barbearia,"
(35) 99124-5884","
R. José de Oliveira, 40 A - Aroeira 1 - Jardim Aroeira, Guaxupé - MG, 37831-124",5.0,0,,Barbearia,Barbearia - Guaxupé
GOUVEA BARBEARIA,,"
Av. João Francisco Pasqua, 228 - Jardim Europa II, Guaxupé - MG, 37800-000",5.0,0,,Barbearia,Barbearia - Guaxupé
Barbearia Diego Fornari,"
(35) 98812-4890","
Av. Pres. Tancredo Neves, 1200A - Vera Cruz, Guaxupé - MG, 37800-000",5.0,0,,Barbearia,Barbearia - Guaxupé
BARBEARIA DIAS,"
(35) 99277-7006","
Av Dr Jeremias Zerbini, N:274 - Centro, Guaxupé - MG, 37800-000",5.0,0,,Barbearia,Barbearia - Guaxupé
Barbearia Corte Fino,"
(35) 99816-9308","
Av. Dona Floriana, 728 - Centro, Guaxupé - MG, 37800-000",5.0,0,,Barbearia,Barbearia - Guaxupé
Coisa De Macho,"
(35) 98877-5381","
Av. Felipe Elías Zeitune, 184-216 - Jardim Primavera, Guaxupé - MG, 37800-000",5.0,0,,Barbearia,Barbearia - Guaxupé
Barbearia Gu Cortes,"
(35) 98423-5428","
R. Formiga, 210 - Parque dos Municipios II, Guaxupé - MG, 37800-000",5.0,0,,Barbearia,Barbearia - Guaxupé
Barbearia Vem Tranquilo,"
(35) 98854-0668","
R. Monte Santo de Minas, 1 - Parque dos Municípios, Guaxupé - MG, 37800-000",5.0,0,https://whatsagenda.com.br/barbeariavemtranquilo,Barbearia,Barbearia - Guaxupé
Barbearia Barbosa,"
(35) 99708-8145","
R. Manoel Antônio Araújo - Angola, Guaxupé - MG, 37800-000",5.0,0,https://instagram.com/barbeariabarbosagxp?igshid=YmMyMTA2M2Y=,Barbearia,Barbearia - Guaxupé
NoStillo Centro Capilar,,"
Pr. Dom Assis, 36 - Centro, Guaxupé - MG, 37830-114",5.0,0,https://linktr.ee/nostillo,Barbearia,Barbearia - Guaxupé
Jean Silva BarberShop,"
(35) 98819-2588","
R. Prof. José Gonela, 75 - Jardim Planalto, Guaxupé - MG, 37800-000",5.0,0,,Barbearia,Barbearia - Guaxupé
Barbearia Bruno Araujo,"
(35) 99918-4185","
R. Conceição Aparecida, 45 - Parque dos municipios 2, Guaxupé - MG, 37832-484",5.0,0,,Barbearia,Barbearia - Guaxupé
Barbearia Barba Ruiva,"
(35) 99965-8137","
R. Manoel Antônio Araújo, 121b - Angola, Guaxupé - MG, 37800-000",5.0,0,,Barbearia,Barbearia - Guaxupé
Rod Barbearia e Visagismo,"
(31) 99266-6021","
Av. Conde Ribeiro do Valle, 1315 - Parque da Figueira, Guaxupé - MG, 37830-024",5.0,0,http://wa.me/5535984174194,Barbearia,Barbearia - Guaxupé
Barbearia do Gu,"
(35) 98705-1921","
Av. Dona Floriana, n•169 - Centro, Guaxupé - MG, 38000-000",5.0,0,,Barbearia,Barbearia - Guaxupé
Bruna Magri Barber,"
(35) 99160-4257","
R. Alcídes Baldini, 206 - Vila Coragem, Guaxupé - MG, 37800-000",5.0,0,https://chat.inbarberapp.com/?id=d5c909ce-d48f-4da0-9299-1e55a1b3077c,Barbearia,Barbearia - Guaxupé
Barber Drink's Sintonia,"
(35) 99272-7711","
Av. Dona Floriana, 107 - Alto Alegre, Guaxupé - MG, 37800-000",5.0,0,https://cidades-brasileiras.com/mg/guaxupe/guia/barber-drinks-sintonia,Barbearia,Barbearia - Guaxupé
Barbearia Seu Leandro,"
(35) 99110-0068","
R. Cap. Martimiano Prado, 74 - Jardim Planalto, Guaxupé - MG, 37800-000",5.0,0,,Barbearia,Barbearia - Guaxupé
Barbearia da Praça Conveniência,"
(35) 98818-9039","
R. Esméria Cândida, 305 - Centro, Guaxupé - MG, 37800-000",5.0,0,,Barbearia,Barbearia - Guaxupé
Barbearia TEGÊ STYLE HAIR,"
(35) 99741-3352","
R. Norberto Ribeiro do Valle, 151 - sala 1 - Centro, Guaxupé - MG, 37800-000",5.0,0,https://www.instagram.com/tayglas_jose?igsh=bmY5MHBjZmYxZW9x,Barbearia,Barbearia - Guaxupé
Ortiz Barbershop,"
(35) 99871-8833","
Av. Dona Floriana, 843 - Centro, Guaxupé - MG, 37800-000",5.0,0,,Barbearia,Barbearia - Guaxupé
Barbearia Biel barber,"
(35) 99929-0975","
Av. Antônio Gabriel - Jardim Lepiane, Guaxupé - MG, 37800-000",5.0,0,,Barbearia,Barbearia - Guaxupé
Espaço Carvalho Barbershop Guaxupé - (Barbearia),"
(35) 92001-1785","
Av. Dona Floriana, 595A - Centro, Guaxupé - MG, 37830-124",5.0,0,,Barbearia,Barbearia - Guaxupé
Barbearia Marcelo Teófilo,"
(35) 98883-4145","
Av. José Naves de Moura, 241 - Recreio dos bandeirantes, Guaxupé - MG, 37800-000",5.0,0,,Barbearia,Barbearia - Guaxupé
Almiro Neto barbearia,"
(35) 99755-1568","
Av. Dona Floriana - Jardim São Vicente, Guaxupé - MG, 37832-002",5.0,0,https://sites.appbarber.com.br/barbeariaalmiro-oeyk,Barbearia,Barbearia - Guaxupé
Stilo Sampa | Barbearia em Guaxupé,"
(35) 99743-2871","
Av. Pres. Tancredo Neves, 360A - Jardim Tres Rosas, Guaxupé - MG, 37800-000",5.0,0,https://bit.ly/StiloSampa,Barbearia,Barbearia - Guaxupé
O Brabo Barbearia Guaxupé,"
(19) 99846-7961","
Av. Conde Ribeiro do Valle - Centro, Guaxupé - MG, 37830-024",5.0,0,,Barbearia,Barbearia - Guaxupé
BarBearia Guaxupé,"
(35) 93300-8543","
R. Aparecida, 26 - Centro, Guaxupé - MG, 37800-000",5.0,0,,Barbearia,Barbearia - Guaxupé
Mr. Bel - Barbershop,"
(35) 99169-4644","
Av. dos Inconfidentes, Sala - 01 - Alto Alegre, Guaxupé - MG, 37830-222",5.0,0,https://www.instagram.com/mr.belbarbershop?igsh=OHdyNXUxMDM5N2lu,Barbearia,Barbearia - Guaxupé
GEOVANE BARBER SHOP,,"
R. Araxá - Guarda Mor, Guarda-Mor - MG, 38570-000",5.0,0,,Barbearia,Barbearia - Guarda-Mor
bispin barbearia,,"
R. Gov. Valadares, 200, Guarda-Mor - MG, 38570-000",5.0,0,https://www.instagram.com/bispin_barbearia?igsh=MXN0cTdvMnp6eXd4&utm_source=qr,Barbearia,Barbearia - Guarda-Mor
BARBEARIA DO MANDELA,,"
R. Joaquim Teixeira de Oliveira - Guarani, MG, 36160-000",5.0,0,,Barbearia,Barbearia - Guarani
BARBEARIA MOYSES SILVA,"
(27) 99636-9373","
Av. Guarani - Das Laranjeiras, Serra - ES, 29175-596",5.0,0,https://instagram.com/barbeariamoysessilva_?utm_medium=copy_link,Barbearia,Barbearia - Guarani
Yuri Oliveira Barber Shop,"
(32) 99184-3736","
Tv. Juíz de Fora, 88 - loja 02 - Parque Guarani, Juiz de Fora - MG, 36047-315",5.0,0,,Barbearia,Barbearia - Guarani
Barbearia do cachaça,"
(32) 99862-7071","
R. Ovídio Furtado do Carmo, Guarani - MG, 36160-000",5.0,0,,Barbearia,Barbearia - Guarani
Ph Barber,"
(31) 99529-5166","
Av. Waldomiro Lobo, 471 - São Bernardo, Belo Horizonte - MG, 31814-620",5.0,0,https://www.instagram.com/ph_barber_bh/,Barbearia,Barbearia - Guarani
W BARBERSHOP,"
(31) 98968-5488","
Av. Saramenha, 1064 - LJ 2 - Guarani, Belo Horizonte - MG, 31840-220",5.0,0,https://instagram.com/wbarbershopofc,Barbearia,Barbearia - Guarani
Barbershopgabrielrosseti,,"
R. Getúlio Vargas, Guarani - MG, 36160-000",5.0,0,,Barbearia,Barbearia - Guarani
Barbearia Sinhô Barbershop,"
(32) 99151-0080","
R. Dorimendonte Alves Simões, 354 - Caxias, Guarani - MG, 36160-000",5.0,0,,Barbearia,Barbearia - Guarani
Barbearia Guarani,,"
Av. Guarani, 344 - Das Laranjeiras, Serra - ES, 29175-596",5.0,0,,Barbearia,Barbearia - Guarani
BARBEARIA EBENEZER,,"
Rio Novo - MG, 36150-000",5.0,0,,Barbearia,Barbearia - Guarani
Barbearia do Evair,,"
Av. Dr. José Neves, 581, Rio Pomba - MG, 36180-000",5.0,0,,Barbearia,Barbearia - Guarani
Coiffeur Sha Tavares,"
(32) 98412-2415","
R. José de Abreu Moreira - Nova Guarani - n 38, Guarani - MG, 36160-000",5.0,0,,Cabeleireiro,Barbearia - Guarani
Barbearia Raiz,"
(31) 98533-8036","
R. Siri, 36 - Guarani, Belo Horizonte - MG, 31840-210",5.0,0,https://barbeariaraiz.com/,Barbearia,Barbearia - Guarani
Barbearia Edson,"
(31) 98845-3626","
Av. Waldomiro Lobo, 970 - Guarani, Belo Horizonte - MG, 31814-620",5.0,0,,Barbearia,Barbearia - Guarani
JVBarbearia,"
(32) 99945-8173","
rua Dorimendonte, 726 - Caxias, Guarani - MG, 36160-000",5.0,0,https://jvbarbearia.ageenda.com.br/,Barbearia,Barbearia - Guarani
Barbearia Guarani,"
(31) 98758-3116","
R. Doná Celeste, 1 - Guarani, Belo Horizonte - MG, 31814-480",5.0,0,,Barbearia,Barbearia - Guarani
Barbearia Joao Barbeiro,"
(31) 98265-0263","
Av. Saramenha, 1501 - Guarani, Belo Horizonte - MG, 31840-220",5.0,0,,Barbearia,Barbearia - Guarani
Barbearia Anacleto,"
(32) 99811-1613","
R. Benedito Valadares, Guarani - MG, 36160-000",5.0,0,,Barbearia,Barbearia - Guarani
Barbearia do mocotó,"
(35) 98714-7408","
R. Domingos Romaneli, 77 - Guaranésia, MG, 37810-000",4.8,0,,Barbearia,Barbearia - Guaranésia
Barbearia Júnior,"
(35) 99267-1606","
R. Mario Ribeiro Lima - Bom Jesus, Guaranésia - MG, 37810-000",4.8,0,,Barbearia,Barbearia - Guaranésia
Barbearia Vianna,,"
R. Dr. Ary Monteiro Dias, 127 - Bom Jesus, Guaranésia - MG, 37810-000",4.8,0,https://instagram.com/barbearia.vianna?igshid=55u7338xb5se,Barbearia,Barbearia - Guaranésia
Barbearia Carvalho,,"
Guaranésia, MG, 37810-000",4.8,0,,Barbearia,Barbearia - Guaranésia
Barbearia Fidanza,"
(35) 99265-3825","
R. Constâncio Pereira Dias, 514 - centro, Guaranésia - MG, 37810-000",4.8,0,,Barbearia,Barbearia - Guaranésia
BARBEARIA PONCIANO,"
(35) 99106-8682","
R. Dr. Ary Monteiro Dias, 680 - Jardim Renovação, Guaranésia - MG, 37810-000",4.8,0,,Barbearia,Barbearia - Guaranésia
GleisonDcorte,"
(31) 99067-9470","
R. Coração de Maria, 30, Guaraciaba - MG, 35436-000",5.0,0,,Barbearia,Barbearia - Guaraciaba
Barbearia Vitin do Corte,"
(31) 98239-1038","
Pça. Cônego Dimas, Guaraciaba - MG, 35436-000",5.0,0,,Barbearia,Barbearia - Guaraciaba
Barbearia são Geraldo (Bataia),"
(35) 99989-9494","
Tv. João Moisés, 112 A - Guapé, MG, 37177-000",4.9,0,,Barbearia,Barbearia - Guapé
Barbearia Conceito,"
(35) 99124-5585","
R. Bento Dutra, 140 - Guapé, MG, 37177-000",4.9,0,,Barbearia,Barbearia - Guapé
Barbearia Gê Style,"
(35) 99828-7277","
Praça monsenhor João oenning, 64 - A - Centro, Guapé - MG, 37177-000",4.9,0,https://wa.me/5535998287277?text=Ol%C3%A1%20gostaria%20de%20marcar%20um%20hor%C3%A1rio.%F0%9F%92%88%E2%9C%82%EF%B8%8F%E2%9C%A8,Barbearia,Barbearia - Guapé
Impacto Barber Shop - Barbearia,"
(35) 99736-6356","
Av. Brasil, 10 - Centro, Guapé - MG, 37177-000",4.9,0,,Barbearia,Barbearia - Guapé
Casa Santos,,"
Av. Gov. Milton Campos, 2751 - Guanhães, MG, 39740-000",4.9,0,,Barbearia,Barbearia - Guanhães
Studio de Beleza Nilza Rocha,"
(33) 3421-3177","
R. Barão do Rio Branco, 73 - Guanhães, MG, 39740-000",4.9,0,http://www.facebook.com/studionilzarocha,Salão de Beleza,Barbearia - Guanhães
Salão Edson jr,"
(33) 99707-8255","
R. Barão do Rio Branco, 119 A - Guanhães, MG, 39740-000",4.9,0,https://www.instagram.com/salaoedsonjr/profilecard/?igsh=MTZyemZncGh3N3MzeQ==,Salão de Beleza,Barbearia - Guanhães
Studio D'osz Guanhães,"
(33) 99964-9018","
R. Gabriel Lott, 180 - Pito, Guanhães - MG, 39740-000",4.9,0,,Salão de Beleza,Barbearia - Guanhães
Barbearia santos,"
(33) 98765-8350","
2753, Av. Gov. Milton Campos, Guanhães - MG, 39740-000",4.9,0,,Barbearia,Barbearia - Guanhães
Gael Barbearia,"
(33) 98816-4553","
Rua Nelson Paes, 82 - Amazonas, Guanhães - MG, 39740-000",4.9,0,,Barbearia,Barbearia - Guanhães
Bigode Barbearia,,"
Av. Gov. Milton Campos, 2015 - Guanhães, MG, 39740-000",4.9,0,,Barbearia,Barbearia - Guanhães
Barbearia Alex Reis,"
(33) 98848-7722","
Av. Gov. Milton Campos, 3928 - Centro, Guanhães - MG, 39740-000",4.9,0,,Barbearia,Barbearia - Guanhães
SALOON BRENO BARBEIRO,"
(33) 98878-1120","
Av. Gov. Milton Campos, 2028 - centro, Guanhães - MG, 39740-000",4.9,0,,Barbearia,Barbearia - Guanhães
Barbearia Johnson,"
(33) 99991-6927","
Av. Gov. Milton Campos, 1819 - Centro, Guanhães - MG, 39740-000",4.9,0,,Barbearia,Barbearia - Guanhães
Barbearia vip Guanhaes,,"
Av. Gov. Milton Campos, 1985 - Guanhães, MG, 39740-000",4.9,0,,Barbearia,Barbearia - Guanhães
Barbearia do Rafael,"
(33) 98750-1085","
Av. Gov. Milton Campos, 2123 - sala2 - Centro, Guanhães - MG, 39740-000",4.9,0,,Barbearia,Barbearia - Guanhães
Barbearia Neto's,"
(33) 99844-8789","
Rua Gabriel Lott Número : 814 - Pito, Guanhães - MG, 39740-000",4.9,0,,Barbearia,Barbearia - Guanhães
Barbearia Mateus Costa,"
(33) 98701-2132","
R. Treze de Maio, 13 - Centro, Guanhães - MG, 39740-000",4.9,0,,Barbearia,Barbearia - Guanhães
Brother 's Barber Shop,"
(33) 99918-4993","
enfrente o supermercado 3 Irmãos novo - Av. Gov. Milton Campos, 3505 - loja 4 - Centro, Guanhães - MG, 39740-000",4.9,0,,Barbearia,Barbearia - Guanhães
Navalha´s Barber Studio,"
(33) 98892-2700","
R. Claudionor Nunes, 308 - Guanhães, MG, 39740-000",4.9,0,,Barbearia,Barbearia - Guanhães
pedrinho barber shop,"
(33) 98833-5305","
Rua Joel barroso Guimarães, 131 - Acrópole, Guanhães - MG, 39700-000",4.9,0,https://pedrinhobarbershop.disko.com.br/apresentacao,Barbearia,Barbearia - Guanhães
Johnnathan Barbearia,"
(33) 98866-8987","
Av. Alberto Caldeira, 543 - Centro, Guanhães - MG, 39740-000",4.9,0,https://sites.appbarber.com.br/johnnathanbarbearia,Barbearia,Barbearia - Guanhães
Barbearia do Genésio,"
(38) 99855-5594","
R. João Viana, 200 - Centro, Grão Mogol - MG, 39570-000",4.9,0,,Barbearia,Barbearia - Grão Mogol
Patrik Du corte,"
(38) 99871-8325","
Oliveira - R. Luís Gonçalves, 18 - Bom gosto, Grão Mogol - MG, 39570-000",4.9,0,,Barbearia,Barbearia - Grão Mogol
Barbearia Aguiar,,"
R. Beira Rio, 71 - Grão Mogol, MG, 39570-000",4.9,0,,Barbearia,Barbearia - Grão Mogol
Barbearia Lucas Do Corte,"
(38) 99125-1239","
R. Três - Grão Mogol, MG, 39570-000",4.9,0,,Barbearia,Barbearia - Grão Mogol
Barbearia Bom Te ver,"
(38) 99926-7450","
R. Santinho Murta, 155 - Centro, Grão Mogol - MG, 39570-000",4.9,0,,Barbearia,Barbearia - Grão Mogol
Barber Club 29,"
(38) 99856-9123","
Av. Domingos de Arruda - Centro, Grão Mogol - MG, 39570-000",4.9,0,,Barbearia,Barbearia - Grão Mogol
Barbearia 290,"
(31) 3070-2677","
R. Grão Mogol, 290 - Loja 4 - Sion, Belo Horizonte - MG, 30310-010",4.9,0,https://sites.google.com/view/290-barber-studio/in%C3%ADcio,Barbearia,Barbearia - Grão Mogol
Barbearia Essencial,"
(33) 99878-8535","
R. João Dias Duarte, 924 - São Paulo, Gov. Valadares - MG, 35030-220",4.7,0,https://www.instagram.com/barbearia.essenciall?igsh=MTNodGdmdHNvNm9wNw==&utm_source=qr,Barbearia,Barbearia - Governador Valadares
Barbearia rubens,"
(33) 98712-3794","
R. Quintino Bocaiúva, 788 - Centro, Gov. Valadares - MG, 35010-220",4.7,0,http://sites.appbarber.com.br/links/barbeariarubens-mz2b,Barbearia,Barbearia - Governador Valadares
EGITO BARBERSHOP,"
(33) 99704-4236","
R. Israel Pinheiro, 1611 - Santos Dumont I, Gov. Valadares - MG, 35020-220",4.7,0,https://client.tuaagenda.com/c/EgitoBarbershop,Barbearia,Barbearia - Governador Valadares
Barbearia amaral,"
(33) 99919-2808","
R. Israel Pinheiro - Santos Dumont I, Gov. Valadares - MG, 35020-220",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia Carvalho,"
(33) 99833-3969","
Rua Vale Formoso, 1011 - Kennedy, Gov. Valadares - MG, 35051-520",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia do Niltinho,"
(33) 99821-4772","
R. Olegário Maciel, 705 - Centro, Gov. Valadares - MG, 35010-200",4.7,0,,Barbearia,Barbearia - Governador Valadares
BARBEARIA NUNES,"
(33) 99917-3360","
R. 7, 37 - Santo Antônio, Gov. Valadares - MG, 35052-060",4.7,0,https://chat.inbarberapp.com/?id=1f6fe8a7-94d8-42a5-8093-bb9661ed1c1f,Barbearia,Barbearia - Governador Valadares
MK BARBEARIA,"
(33) 99941-9505","
Av. JK, 2689 - Vila Rica, Gov. Valadares - MG, 35045-250",4.7,0,,Cabeleireiro,Barbearia - Governador Valadares
Barbearia - Cabeleireiro - Rudy Design,"
(33) 98428-8532","
R. Berilo, 1896 - São Raimundo, Gov. Valadares - MG, 35043-110",4.7,0,https://wa.link/febyol,Barbearia,Barbearia - Governador Valadares
Ramalho Barbearia,"
(33) 99163-1046","
R. Sinval Leite, 288 - Nova Vila Bretas, Gov. Valadares - MG, 35052-760",4.7,0,,Barbearia,Barbearia - Governador Valadares
Coimbra Barbearia,"
(33) 99801-0292","
Av. Santos Dumont, 860 - Lourdes, Gov. Valadares - MG, 35032-460",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia Mendes GV,"
(33) 99111-3773","
R. Arthur Foratinni, 200 - Nossa Sra. das Gracas, Gov. Valadares - MG, 35060-020",4.7,0,https://barbeariamendes.vercel.app/,Barbearia,Barbearia - Governador Valadares
BARBERSHOP KAUÃ MARCOS,"
(33) 98876-2518","
R. 3, 74 - Vale do Sol, Gov. Valadares - MG, 35042-827",4.7,0,,Barbearia,Barbearia - Governador Valadares
Barbearia Sr. Martins,"
(33) 99153-9244","
Av. Venceslau Braz, 2590 - Santa Rita, Gov. Valadares - MG, 35040-570",4.7,0,,Barbearia,Barbearia - Governador Valadares
